mean_fit_time,mean_score_time,mean_test_score,param_ADA__base_estimator__class_weight,param_ADA__base_estimator__criterion,param_ADA__base_estimator__max_depth,param_ADA__learning_rate,param_ADA__n_estimators,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,std_fit_time,std_score_time,std_test_score
0.0290647745132,0.00199472904205,0.693428933344,balanced,gini,1,0.45000000000000007,7,"{'ADA__learning_rate': 0.45000000000000007, 'ADA__n_estimators': 7, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",130,0.753546099291,0.730331753555,0.650631911532,0.63895244321,0.000176485196306,9.49118580788e-06,0.0494383325241
0.0412039756775,0.00218057632446,0.68979577388,balanced,gini,1,0.45000000000000007,15,"{'ADA__learning_rate': 0.45000000000000007, 'ADA__n_estimators': 15, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",160,0.762884160757,0.679146919431,0.661374407583,0.655540120935,0.00184696935752,0.000120398431685,0.0431443984789
0.0539837479591,0.00251746177673,0.689934266146,balanced,gini,1,0.45000000000000007,20,"{'ADA__learning_rate': 0.45000000000000007, 'ADA__n_estimators': 20, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",159,0.752245862884,0.669589257504,0.672037914692,0.665672495506,0.00654346867584,2.64698315234e-05,0.0361000526662
0.00311440229416,0.000591278076172,0.67524980056,balanced,gini,1,0.50000000000000011,1,"{'ADA__learning_rate': 0.50000000000000011, 'ADA__n_estimators': 1, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",301,0.734869976359,0.715876777251,0.67345971564,0.576442229122,3.93135446794e-05,8.31906620139e-06,0.0611504739172
0.00552552938461,0.000700414180756,0.682418047005,balanced,gini,1,0.50000000000000011,2,"{'ADA__learning_rate': 0.50000000000000011, 'ADA__n_estimators': 2, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",250,0.734869976359,0.744549763033,0.67345971564,0.576442229122,8.27002149353e-05,1.00339599832e-05,0.0669027659677
0.0126115083694,0.00101149082184,0.69176057617,balanced,gini,1,0.50000000000000011,5,"{'ADA__learning_rate': 0.50000000000000011, 'ADA__n_estimators': 5, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",142,0.765130023641,0.744549763033,0.686413902054,0.570518058506,2.95049614302e-05,7.81071054977e-06,0.0756265445769
0.0173327922821,0.00122225284576,0.70464789791,balanced,gini,1,0.50000000000000011,7,"{'ADA__learning_rate': 0.50000000000000011, 'ADA__n_estimators': 7, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",65,0.773522458629,0.72551342812,0.668483412322,0.650800784442,0.000129476874732,7.14560011418e-06,0.0484523920615
0.0514435172081,0.00309401750565,0.690091559468,balanced,gini,1,0.50000000000000011,15,"{'ADA__learning_rate': 0.50000000000000011, 'ADA__n_estimators': 15, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",158,0.756973995272,0.685071090047,0.661374407583,0.656724955058,0.00992618465143,0.000654316049587,0.0401369652185
0.0768274664879,0.00435549020767,0.687563380197,balanced,gini,1,0.50000000000000011,20,"{'ADA__learning_rate': 0.50000000000000011, 'ADA__n_estimators': 20, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",175,0.74988179669,0.687440758294,0.644707740916,0.668042163752,0.00517787075643,0.000204449136059,0.039080150619
0.00541019439697,0.000956594944,0.67524980056,balanced,gini,1,0.55000000000000016,1,"{'ADA__learning_rate': 0.55000000000000016, 'ADA__n_estimators': 1, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",301,0.734869976359,0.715876777251,0.67345971564,0.576442229122,8.29366023406e-05,2.89628898812e-05,0.0611504739172
